Submission ID	Project	Lab	Organism	Status	Data Type	Assay	Tissue	Strain	Cell Line	Stage/Treatment	Antibody	Compound	Platform	RNAi Target	Date Data Submitted	Release Date	GEO/SRA IDs	Name	GFF Files
283	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:CTCF		Affymetrix		2009-02-12	2009-10-12		CTCF-VC.S2	repset.4621693.smoothedM.clusters.gff3
284	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:E(z)		Affymetrix		2009-02-12	2009-10-12		Ez.S2	repset.3506179.smoothedM.clusters.gff3
285	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:Trl		Affymetrix		2009-02-12	2009-10-12		GAF.S2	repset.3211334.smoothedM.clusters.gff3
288	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His2B:CG33868		Affymetrix		2009-02-12	2009-10-12		H2B-ubiq (NRO3).BG3	repset.4620886.smoothedM.clusters.gff3
289	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage	fly_genes:His2B:CG33868		Affymetrix		2009-02-12	2009-10-12		H2B-ubiq (NRO3).Kc	repset.4621049.smoothedM.clusters.gff3
290	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His2B:CG33868		Affymetrix		2009-02-12	2009-10-12		H2B-ubiq (NRO3).S2	repset.4162649.smoothedM.clusters.gff3
291	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K18ac.BG3	repset.4162513.smoothedM.clusters.gff3
292	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K18ac.S2	repset.3506196.smoothedM.clusters.gff3
293	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K23ac.BG3	repset.4620312.smoothedM.clusters.gff3
294	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K23ac.S2	repset.3506195.smoothedM.clusters.gff3
295	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K27Ac.BG3	repset.4162469.smoothedM.clusters.gff3
296	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-05-29		H3K27Ac.S2	repset.3211339.smoothedM.clusters.gff3
297	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K27Me3 (Abcam2).BG3	repset.4162470.smoothedM.clusters.gff3
298	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K27me3 (Abcam2).S2	repset.4621697.smoothedM.clusters.gff3
299	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K36me1.BG3	repset.4621048.smoothedM.clusters.gff3
301	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K36me3.BG3	repset.4621052.smoothedM.clusters.gff3
302	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K36me3.Kc	repset.4621046.smoothedM.clusters.gff3
303	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K36me3.S2	repset.3211313.smoothedM.clusters.gff3
304	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K4me1.S2	repset.3211335.smoothedM.clusters.gff3
305	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K4Me3(LP).S2	repset.3211336.smoothedM.clusters.gff3
306	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K79Me2.BG3	repset.4162473.smoothedM.clusters.gff3
307	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K79Me2.S2	repset.3211314.smoothedM.clusters.gff3
309	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K9ac.S2	repset.3506200.smoothedM.clusters.gff3
310	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K9me2-Ab2 (new lot).BG3	repset.4620569.smoothedM.clusters.gff3
311	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-15		H3K9me2 antibody2.S2	repset.3506197.smoothedM.clusters.gff3
312	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K9me3 (new lot).BG3	repset.4620432.smoothedM.clusters.gff3
313	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2009-02-12	2009-10-12		H3K9me3.S2	repset.3506194.smoothedM.clusters.gff3
316	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His4:CG31611		Affymetrix		2009-02-12	2009-10-12		H4K16ac(L).BG3	repset.4620430.smoothedM.clusters.gff3
317	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	dorsal mesothoracic disc	N/A	CME W1 Cl.8+	third instar larval stage	fly_genes:His4:CG31611		Affymetrix		2009-02-12	2009-10-12		H4K16ac(L).Clone_8	repset.4621692.smoothedM.clusters.gff3
318	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage	fly_genes:His4:CG31611		Affymetrix		2009-02-12	2009-10-12		H4K16ac(L).Kc	repset.4620427.smoothedM.clusters.gff3
319	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His4:CG31611		Affymetrix		2009-02-12	2009-10-12		H4K16ac(L).S2	repset.3833937.smoothedM.clusters.gff3
320	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His4:CG31611		Affymetrix		2009-02-12	2009-10-12		H4K16ac(M).S2	repset.3833941.smoothedM.clusters.gff3
321	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His4:CG31611		Affymetrix		2009-02-12	2009-10-12		H4K5ac.S2	repset.3211333.smoothedM.clusters.gff3
322	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His4:CG31611		Affymetrix		2009-02-12	2009-10-12		H4K8ac.S2	repset.3833940.smoothedM.clusters.gff3
324	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:mod(mdg4)		Affymetrix		2009-02-12	2009-10-12		mod2.2-VC.BG3	repset.4621691.smoothedM.clusters.gff3
325	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:Pc		Affymetrix		2009-02-12	2009-10-12		Pc.BG3	repset.4162467.smoothedM.clusters.gff3
326	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:Pc		Affymetrix		2009-02-12	2009-10-12		Pc.S2	repset.3211340.smoothedM.clusters.gff3
327	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	dorsal mesothoracic disc	N/A	CME W1 Cl.8+	third instar larval stage	fly_genes:RpII215		Affymetrix		2009-02-12	2009-10-12		RNA pol II (ALG).Clone_8	repset.4621053.smoothedM.clusters.gff3
328	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage	fly_genes:RpII215		Affymetrix		2009-02-12	2009-10-12		RNA pol II (ALG).Kc	repset.4621047.smoothedM.clusters.gff3
329	Karpen	Kuroda	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:RpII215		Affymetrix		2009-02-12	2009-10-12		RNA pol II (ALG).S2	repset.4162648.smoothedM.clusters.gff3
330	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:su(Hw)		Affymetrix		2009-02-12	2009-10-12		SU(HW)-HB.S2	repset.4621225.smoothedM.clusters.gff3
331	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:su(Hw)		Affymetrix		2009-02-12	2009-10-12		Su(Hw)-VC.S2	repset.4621850.smoothedM.clusters.gff3
332	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:trx		Affymetrix		2009-02-12	2009-10-12		Trx-C.S2	repset.3211337.smoothedM.clusters.gff3
337	Celniker	Gingeras	Drosophila melanogaster	released	transcript fragments	RNA tiling array	CNS-derived cell-line	N/A	ML-DmBG2-c2	third instar larval stage			Affymetrix		2009-02-18	2009-02-18	GSE16325, GSM409634, GSM409635, GSM409636	Dm_ML-DmBG2-c2_TotalRNA_p200_470-472-474_38bp	Dro2_AS_ML-DmBG2-c2_882.gff
339	Celniker	Brent	Drosophila melanogaster	released	splice sites, transcription/coding junctions, alignments, trace reads, gene models, EST alignments	RTPCR	ventral prothoracic disc	N/A	CME L1	third instar larval stage			N/A		2009-02-27	2009-03-23		DMG3 RTPCR	DMG3_RTPCR.gff3
340	Celniker	Brent	Drosophila melanogaster	released	splice sites, transcription/coding junctions, alignments, trace reads, gene models, EST alignments	RTPCR	ventral prothoracic disc	N/A	CME L1	third instar larval stage			N/A		2009-02-27	2009-03-22		DMG4 RTPCR	DMG4_RTPCR.gff3
342	Celniker	Gingeras	Drosophila melanogaster	released	alignments	Alignment	embryo-derived cell-line	N/A	Kc167	late embryonic stage			N/A		2008-02-27	2009-09-29	GSM451119	Dm Kc167 Poly-Ap p200 467 C-tailed RNA-Seq Nexalign	
343	Celniker	Gingeras	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 17, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2008-02-27	2009-09-23	GSM439966	Dm embryo 16-18h C-tailed RNA-Seq NexAlign	
346	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		adult stage	H3K27me3, No Antibody Control		Agilent		2009-03-03	2009-04-08		Adult_Female_H3K27Me3	AdultFemale_K27Me3.dcc.gff
358	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		third instar larval stage	fly_genes:His3:CG33806, fly_genes:His3:CG33806		Agilent		2009-03-06	2009-07-06		L3_H3K9me3	L3_K9Me3.dcc.gff
359	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		third instar larval stage	H3K27me3, No Antibody Control		Agilent		2009-03-06	2009-07-24	GSM385341	L3_H3K27Me3	L3_K27Me3.dcc.gff
360	Celniker	Gingeras	Drosophila melanogaster	released	alignments	Alignment	embryo-derived cell-line	N/A	Kc167	late embryonic stage			N/A		2008-02-27	2009-09-23	GSM451044	Dm Kc167 m200 Tap RiboM C-tailed RNA-Seq NexAlign	
362	Celniker	Gingeras	Drosophila melanogaster	released	alignments	Alignment	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage			N/A		2008-02-27	2009-09-23	GSM451127	Dm S2-DRSC m200 Tap RiboM C-tailed RNA-Seq NexAlign	
364	Celniker	Gingeras	Drosophila melanogaster	released	alignments	Alignment	dorsal mesothoracic disc	N/A	CME W1 Cl.8+	third instar larval stage			N/A		2008-02-27	2009-09-23	GSM451031	Dm Cl.8 m200 Tap RiboM C-tailed RNA-Seq NexAlign	
366	Celniker	Gingeras	Drosophila melanogaster	released	alignments	Alignment	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage			N/A		2008-02-27	2009-09-23	GSM450972	Dm BG3-c2 m200 Tap RiboM C-tailed RNA-Seq NexAlign	
370	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		egg stage	H3K27me3, No Antibody Control		Agilent		2009-03-08	2009-10-15	GSM384807	E20_24_H3K27me3 ChIP-chip	E20-24_K27Me3.dcc.gff
371	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		second instar larval stage	H3K27me3, No Antibody Control		Agilent		2009-03-08	2009-10-12		L2_H3K27me3	L2_K27Me3.dcc.gff
372	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		adult stage	H3K27me3, No Antibody Control		Agilent		2009-03-08	2009-07-29		AdultMale-H3K27me3	AdultMale_K27Me3.dcc.gff
373	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		first instar larval stage	H3K27me3, No Antibody Control		Agilent		2009-03-08	2009-07-29	GSM384817	L1_H3K27Me3	L1_K27Me3.dcc.gff
374	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		first instar larval stage	fly_genes:His3:CG33806, fly_genes:His3:CG33806		Agilent		2009-03-08	2009-07-29	GSM384750	L1_H3K9Me3	L1_K9Me3.dcc.gff
375	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		second instar larval stage	fly_genes:His3:CG33806, fly_genes:His3:CG33806		Agilent		2009-03-08	2009-07-29	GSM384760	L2_H3K9Me3	L2_K9Me3.dcc.gff
376	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 17	H3K27me3, No Antibody Control		Agilent		2009-03-08	2009-07-29	GSM384797	E-16-20h_H3K27Me3	E16-20_K27Me3.dcc.gff
377	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 17	fly_genes:His3:CG33806, fly_genes:His3:CG33806		Agilent		2009-03-08	2009-07-29	GSM384741	E-20-24h-H3K9Me3	E20-24_K9Me3.dcc.gff
381	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		pupal stage	H3K9Ac, No Antibody Control		Agilent		2009-03-09	2009-08-25		Pupae_H3K9Ac	Pupae_H3K9Ac_merged_dcc.gff
382	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		pupal stage	H3K4me3, No Antibody Control		Agilent		2009-03-09	2009-10-12		Pupae_H3K4me3	Pupae_H3K4Me3_merged_dcc.gff
383	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		pupal stage	H3K4me1, No Antibody Control		Agilent		2009-03-09	2009-10-12		Pupae_H3K4me1	Pupae_H3K4Me1_merged_dcc.gff
384	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		pupal stage	H3K27Ac, No Antibody Control		Agilent		2009-03-09	2009-10-12		Pupae_H3K27ac	Pupae_H3K27Ac_merged_dcc.gff
386	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		third instar larval stage	H3K9Ac, No Antibody Control		Agilent		2009-03-09	2009-10-12		L3_H3K9ac	L3_H3K9Ac_agilent_dmel3_merged_dcc.gff
387	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		third instar larval stage	H3K4me3, No Antibody Control		Agilent		2009-03-09	2009-10-12		L3_H3K4me3	L3_H3K4Me3_merged_dcc.gff
388	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		third instar larval stage	H3K4me1, No Antibody Control		Agilent		2009-03-09	2009-10-12		L3_H3K4me1	L3_H3K4Me1_merged_dcc.gff
389	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		third instar larval stage	H3K27Ac, No Antibody Control		Agilent		2009-03-09	2009-10-12		L3_H3K27ac	L3_H3K27Ac_merged_dcc.gff
391	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		second instar larval stage	H3K9Ac, No Antibody Control		Agilent		2009-03-09	2009-07-29	GSM386158	L2-H3K9AC	L2_K9Ac_agilent_dmel3_merged_dcc.gff
392	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		second instar larval stage	fly_genes:His3:CG33806, fly_genes:His3:CG33806		Agilent		2009-03-09	2009-07-29	GSM386125	L2-H3K4Me3	L2_K4Me3_agilent_dmel3_merged_dcc.gff
393	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		second instar larval stage	H3K4me1, No Antibody Control		Agilent		2009-03-09	2009-10-12		L2_H3K4me1	L2_H3K4Me1_merged_dcc.gff
394	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		second instar larval stage	H3K27Ac, No Antibody Control		Agilent		2009-03-09	2009-10-12		L2_H3K27ac	L2_H3K27Ac_merged_dcc.gff
396	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		first instar larval stage	H3K9Ac, No Antibody Control		Agilent		2009-03-09	2009-07-29	GSM386148	L1-H3K9AC	L1_K9AC_agilent_dmel3_merged_dcc.gff
397	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		first instar larval stage	fly_genes:His3:CG33806, fly_genes:His3:CG33806		Agilent		2009-03-09	2009-07-29	GSM386115	L1-H3K4Me3	L1_K4Me3_agilent_dmel3_merged_dcc.gff
